case_number,prompt,clip_score
152759,a white toilet sits next to a dresser ,0.29385918378829956
409855,A refrigerator that has a microwave above it in the kitchen.,0.2960570454597473
146078,A fan that has the light on over a table.,0.3084169030189514
20671,a man sits in a trunk while petting a dog ,0.3265780210494995
408817,A airplane that is flying over a mountain.,0.2989683449268341
356400,A sink and counter in a small kitchen.,0.3222363293170929
527783,Several planes lined up on the tarmac at the airport.,0.3014901578426361
540502,A white refrigerator and a counter in a room.,0.3136898875236511
111086,Two rows of cars parked next to a boat.,0.2761031687259674
44604,a tiled floor with a trash can and a urinal sitting inside of it ,0.368661105632782
34137,"Bathroom area with towel rack, sink and a mirror.",0.3124000132083893
204044,A white stove top oven sitting next to a refrigerator.,0.3151284456253052
572095,A group of motorcycles parked next to each other.,0.3390624225139618
107963,A girl is dancing in the bathroom to music on her lap top. ,0.28131595253944397
231379,A woman sitting on a motorcycle while talking to a child with a man laying in a hammock behind them.,0.29955512285232544
255665,Vintage bathroom with sink and toilet with toiletries,0.3402740955352783
482742,Man on bike on street corner with buildings and stoplight,0.3161393105983734
446799,a person standing on a side walk underneath a traffic light,0.25155535340309143
18426,A woman that is sitting on a motorcycle in the grass.,0.3278485834598541
416098,People standing on beach with kites and bicycles with cloudy sky,0.36475634574890137
144798,a close up of a toilet and a bath tub with toys,0.3218531608581543
361497,A airplane mirror where clouds can be seen.,0.3369480073451996
306733,"Bathroom with sink, shower, towels, curtain, and more with window",0.3060740828514099
196699,A bell pepper sitting on top of a blue cutting board.,0.3546912670135498
271266,A beautiful painting of a white plane with a blue tail.,0.32955050468444824
438185,White airplane with a band's name on the side. ,0.26890310645103455
106810,A man that is sitting on a motorcycle under a carport.,0.31783872842788696
22816,A little boy that is standing in the dirt next to a basket.,0.3212295174598694
467314,A basic kitchen with wooden cabinets and a bowl of fruit. ,0.29434555768966675
381031,A glass of drink and a plate of food on a table.,0.3062259554862976
329573,A airplane that is sitting on a runway terminal.,0.29269835352897644
384788,a teacup on a saucer with a little biscuit next to it ,0.31986933946609497
504452,A man riding a bike down a street next to a giant panting.,0.35249215364456177
136458,A group of school supplies and various electronics including a laptop computer all laid out in a display.,0.3210638165473938
184613,A child holding a flowered umbrella and petting a yak.,0.4057864546775818
424776,a grey colored jet plane flying over a snowy mountain range.,0.335559219121933
122302,a parking area for motorcycles and bicycles along a street,0.27641624212265015
14629,A woman is enjoying a sip of wine while cooking dinner.,0.33405637741088867
359128,A desk that has a laptop computer on it.,0.3114403486251831
326168,A bus passes several people riding their bicycles.,0.3350391089916229
384350,a white and red plane parked on a tarmac,0.29040709137916565
445537,a pointed clock tower of an investment building,0.2670791745185852
569917,A small bathroom has a sink and a storage rack over the toilet.,0.30120256543159485
166521,A room that has two televisions in it.,0.30151742696762085
170365,A very clean and tidy bathroom sits empty. ,0.2737957537174225
366867,A bath tub sitting next to a white sink.,0.3015364706516266
57323,People riding down the street on their bikes. ,0.27078139781951904
569729,A dog wearing sunglasses sitting inside a car. ,0.35071173310279846
558635,A man on a bench staring down at something in his hands.,0.3173193335533142
274657,A teddy bear is seen looking out the window.,0.340024471282959
18918,A kitchen full of stainless steel cookware. ,0.3465114235877991
566824,A couple of women standing next to a couple of soldiers.,0.30703219771385193
439657,Two tail ends of American Airlines airplanes at an airport. ,0.34194305539131165
280360,A blue airplane flies in a clear blue sky.,0.3010507822036743
468925,"a plate with bacon, eggs and hamburger topped with bananas",0.30050450563430786
318910,A classic clock sits on a wooden table. ,0.32629817724227905
258674,A parking meter lies askew on a street.,0.3022845685482025
464176, a sink and a bathtub and shower with a mirror above the sink,0.29517823457717896
101787,An airplane flies high above in the sky with telephone lines in the picture as well. ,0.27054351568222046
480553,A bathroom with a small toilet and a brown lid and a larger white toilet. ,0.32419878244400024
318524,A rusty side car of a train that has been vandalized with artwork.,0.3503774404525757
456223,A series of pictures using found objects to spell out the word love.,0.38026270270347595
450711,A youth wearing a yellow hat is rowing a boat down the stream.,0.3115895390510559
320246,A couple of men standing around and riding bikes.,0.30926117300987244
451345,a lady sitting on a concrete picnic table,0.3171302378177643
174145,Several men sitting in front of a large wall. ,0.34576064348220825
356347,A blue pot of tomato sauce with a wooden ladle.,0.3361620604991913
223122,A white toilet sitting under a window near a sink.,0.3107132017612457
386164,A wooden ball on top of a wooden stick.,0.3687806725502014
90501,A wooden bench sitting in front of a white building.,0.31589773297309875
444926,A motorcycle parked on top of a tiled floor.,0.3400874435901642
484695,A roof with a white air conditioner on top of it.,0.27666932344436646
142129,A red four door car pulling into a parking space with a meter.,0.2958092987537384
211690,Two girls in a library seated at a table cutting large brown paper.,0.3162670433521271
167095,A teddy bear sitting on top of an arch.,0.32527390122413635
23879,A train traveling down train tracks near a city.,0.2974998950958252
274528,A blue truck with a large poster on it's side.,0.3485453426837921
515565,One of the oldest buildings in this town.,0.2989357113838196
187249,A TV with a man and a woman on it's display.,0.3142815828323364
185373,A row of parked motorcycles sitting along side of a street.,0.32063886523246765
136572,A couple of motorcycles parked next to each other.,0.3075476884841919
10115,A room filled with furniture and curtains on top of carpet.,0.2675115764141083
265628,A white toilet filled with urine next to a white wall.,0.3052796423435211
310611,A giraffe standing inside of a cage near a building.,0.33363133668899536
484651,A glass bowl filled with different kinds of fruits.,0.3087124228477478
44823,A man riding on the back of a horse near a plane.,0.287469744682312
242673,A highway filled with lots of traffic next to buildings.,0.2625702917575836
204804,A bathroom with his and her sinks and mirrors.,0.29229849576950073
216664,A cat sitting on top of a white toilet in a bathroom.,0.31994009017944336
454642,Two people are riding motor scooters in a parking lot.,0.2987181842327118
215691,A small kitchen featuring an under the counter washing machine.,0.2906983494758606
457254,a man wearing a helmet sits on a motorcycle,0.29238295555114746
203661, Quaint kitchen with a wooden dining table ,0.32308539748191833
394009,A bathroom with a tub and toilet. ,0.29391545057296753
568690,A small cat sits perched on the back of a toilet.,0.3371051251888275
158708,A bike sitting next to a cup filled with coffee.,0.2732900083065033
257407,A wet road with lots of cars driving over it.,0.2888767719268799
524186,A big commercial plane flying in cloudy skies.,0.271194189786911
327323,A white toilet sitting next to a white bath tub.,0.31346216797828674
517018,A kitchen with a clean sink and counter.,0.27791115641593933
164602,A man and a woman standing in front of a mirror.,0.28930458426475525
499402,A view from the window of a plane in the sky.,0.29269933700561523
294403,A woman under an umbrella on a rainy day ,0.3047322630882263
91334,A cat drinking from a white bowl of water.,0.31717410683631897
299077,"A bathroom showing sink, toilet, and shower ",0.283292293548584
325078,A small bathroom is decorated in pretty colors.,0.3164931833744049
98493,Cars parked and driving in front of a school.,0.3033514618873596
50753,"A kitchen with an oven, stove , sink, microwave and refrigerator.",0.290719598531723
284698,The image of a man holding a camera is in this motorcycle side mirror. ,0.3339865505695343
475566,"A bathroom showing sink, toilet and shower ",0.28522059321403503
421875,Modern espresso machine on counter in residential kitchen.,0.30597123503685
370596,A very nice looking scooter and some bikes parked by the road.,0.2870712876319885
486501,Large adult cat lying in white sink in residential bathroom.,0.33904147148132324
264554,Commode near white shower curtain in residential bathroom setting.,0.3165070116519928
427118,Two skiiers kneeling in the snow by an orange flag.,0.30944254994392395
519838,A bicycle leaning up against a tree in a park.,0.29948723316192627
479126,Two women sitting outside hanging out and smoking cigarettes.,0.31925711035728455
450674,A pair of racing motorcycles coming to a start line.,0.30516600608825684
526364,"Sparse narrow kitchen, used, but neat, all in white.",0.30521532893180847
482590,A black and a white woman standing under an umbrella,0.328156054019928
12323,A toilet and two rolls of toilet paper in a small room with ledge and window.,0.29447540640830994
495993,Several cars driving towards a public market. ,0.2694454789161682
242287,A bicycle that is resting upon the wall of a building.,0.33096614480018616
325343,A young man is skateboarding on a low wall.,0.33348602056503296
336937,A plethora of toilet bowls and urinals all in a row.,0.35557201504707336
571012,A woman in white jacket on skateboard in a building.,0.3247024118900299
564123,A large cathedral with a clock towards the top of it.,0.31321850419044495
541223,a glass building with a plane coming out of it ,0.3382028043270111
52132,A room with an older model television in it.,0.3107035458087921
58254,A remote controller hitting a signal on a television.,0.2948222756385803
528069,A distant view from high up in the sky in a window.,0.2604081928730011
458119,A very cute cat laying by a big bike.,0.353112131357193
108548,Two toilets are in a restroom with a vanity with dual sinks.,0.3032188415527344
29430,a close up of a pot with a cell phone ,0.2823472023010254
352422,A very dingy and grime bathroom that's in someone's house. ,0.3150438964366913
107516,"This kitchen features dark colored cabinets, nice counter tops, and pendant lights.",0.3257019817829132
40109,Rows of gray and black keyboards make up several different pictures.,0.2997709810733795
493286,an old car in front of an old air plane,0.3326972723007202
169996,Men on bikes riding alongside a car on the street,0.3179284632205963
389255,A row of red and white umbrellas stand above tables in an outdoor eating area.,0.3552915155887604
207969,A man standing in a kitchen next to a woman.,0.31134241819381714
223874,A sidewalk filled with lots of pedestrian traffic near a traffic light.,0.271209716796875
213475,A street scene in the evening with a lone car and traffic light showing red.,0.24881751835346222
294763,a close up of a toilet in a bath room,0.29281774163246155
353148,A group of men standing near parked motorcycles,0.35474148392677307
140501,A military jet with a bomb on the runway.,0.29653745889663696
220511,People fly kites and try other activities in a park.,0.3741600513458252
459342,A parking sign hanging from the side of a building.,0.31243225932121277
283216,A woman standing next to a red scooter near a shelf.,0.3730606138706207
357899,A commercial airplane at the gate being serviced,0.2939106523990631
441196,A man taking a selfie in a mirror,0.2881907522678375
78580,A large jetliner sitting on top of an airport tarmac.,0.2996153235435486
125707,A man preparing food in a restaurant kitchen. ,0.29788321256637573
20779,a person riding on a horse drawn carriage,0.31392785906791687
76588,A siamese cat laying on top of a white sink.,0.3287632167339325
514321,A large jetliner with a man sitting inside of a compartment.,0.3072707951068878
484760,A statue of the virgin Mary holding an orb of light.,0.3392360210418701
34760,A small and near bathroom that's inside someone's house.,0.29147061705589294
429174,A very tall building with a large tower and a clock on it's side.,0.30797460675239563
371005,A motorcycle parked in a parking next next to a car.,0.3228606879711151
163258,A white toilet sitting in a bathroom next to a wall.,0.30414050817489624
544272,A man wearing goggles and a helmet driving on a motorcycle.,0.3081578016281128
226417,Many people are driving motorcycles through an intersection.,0.32633742690086365
296859,A full view of a teddy bear sitting on the small chair. ,0.33797359466552734
92173,A black and white cat laying on top of a desk.,0.329254686832428
239959,A white toilet sitting next to a walk in shower.,0.27058908343315125
84567,A statue sitting on top of an old stone hill.,0.3067440986633301
12238,Some cars are traveling on the streets on a cloudy day. ,0.3010837733745575
249301,Two guys are riding a motorcycle down the street.,0.3096960783004761
381792,A bath tub sitting next to a white toilet.,0.2784905433654785
436848,A black and white of a small bathroom.,0.34236940741539
272694,A wooden table topped with a  banana and a muffin.,0.3374093472957611
315790,a room with a computer monitor and a black cat on a chair,0.32828518748283386
305472,A very tall building has a clock on the front of it.,0.26043397188186646
574241,A couple of kitten drinking water from a bowl.,0.2916300892829895
434689,A young man holding a skateboard while wearing head phones.,0.3015477955341339
575978,"A white sink with a duck, booth paste and necklace on top of it.",0.3659888803958893
163518,A woman standing in front of a table with lots of salad.,0.3456234931945801
98054,"A plate with chicken,carrots and mashed potatoes with silverware.",0.3178512752056122
282145,A man riding on the back of a motorcycle with a boy on it's side car.,0.3159990906715393
343506,a urinal with tiled wall and two pictures of clowns smiling,0.3079085946083069
225731,a green motorcycle parked and resting next to another vehicle inside a parking lot,0.3390668034553528
472046,"A kitchen with a stove, sink, table, chairs and couches.",0.2828173339366913
107105,"A white motorcycle is next to a store front that says ""Macau welcomes you"".",0.3411775827407837
546264,An orange cat laying on the seat of a motorcycle,0.39289990067481995
435005,a room showing a toilet and a bathtub,0.28203707933425903
377809,people with their head covered on a motorbike,0.3191639184951782
342817,a orange colored cat peering down on some unknown object,0.3055887520313263
97240,A stove top oven sitting next to a tiled wall.,0.33538973331451416
386514,A group of motor scooters parked in front of a building.,0.3536888360977173
463836,A man looking down with a backpack on in a house.,0.2777528762817383
24396,"On a small stage, a stylish motorcycle sits on display.",0.3234536051750183
214042,A pile of toilet paper sitting on top of a toilet.,0.33033454418182373
109231,A man in a red shirt standing next to an airplane.,0.36660370230674744
65270,THERE IS A TOILET THAT IS DECORATED ,0.31915798783302307
531044,A giraffe standing near trees most with green leaves and one dead. ,0.3326399326324463
204906,Two men riding motorcycles down a curvy road.,0.32009157538414
190756,A man flying through the air while riding a bike.,0.2884258031845093
237984,A green bench sitting on the side of a sidewalk.,0.3619789183139801
386585,A very large get liner flying in the sky.,0.2581910192966461
564657,A bathroom with four urinals and a drain on the floor. ,0.31274253129959106
184703,A man walking down a street holding an umbrella.,0.3137012720108032
45016,A white toilet sitting on top of a bathroom floor.,0.30627381801605225
207179,A lot of motorcycles parked next to each other.,0.3076391816139221
161506,A kitchen with wooden walls and cabinets with lighting.,0.3199300765991211
465129,A person adjusting a  metal object hanging from a ceiling.,0.2962518334388733
548223,A woman taking a selfie while brushing her teeth with a tooth brush.,0.334231436252594
490711,A white refrigerator freezer sitting inside of a kitchen.,0.3423072099685669
219492,THERE IS AN ADULT CAT THAT IS LYING DOWN IN THE SINK ,0.28979411721229553
423123,A woman bending over and looking inside of a mini fridge.,0.3054543733596802
343561,there are many bike riders racing in a street race,0.30535203218460083
259049,a bus traveling down the street next to  tree lined sidewalk,0.30296793580055237
565776,A kitchen with a center white island topped with a bowl of greens.,0.30556467175483704
251140,A book about understanding and maintaining a ten-speed bicycle.,0.33535370230674744
235595,THERE ARE MOTOR BIKES THAT ARE PARKED ON THE STREET,0.28692206740379333
375823,There are several people riding mopeds and motorcycles traveling down the street.,0.3114335834980011
392659,A lady on a very pretty decorated bike with a cute dog.,0.3313414454460144
173401,THERE ARE TWO COWS THAT ARE WALKING IN THE GRASS,0.29788270592689514
301135,Many people are sitting on two benches next to a light pole.,0.30669325590133667
363927,A passenger bus is riding down a highway. ,0.3105204999446869
557923,two people riding bicycles next to each other in a parking lot ,0.3070697486400604
539075,A motorcycle parked next to each other near people..,0.28637751936912537
400728,A city street with stores across the street and a bicycle parked on the side of the street with a dog sitting in the front basket.,0.3031580448150635
426166,A light blue bicycle chained to a pole on the sidewalk in front of a red building.,0.3062167465686798
512476,a double sink with a bowl of food on the sink counter top,0.28626394271850586
144809,"A bathroom with white painted walls and white fixtures, including a toilet with the seat raised up.",0.3050186336040497
41128,A parade on a street with several officers on motorcycles riding while confetti falls from the sky on them.,0.39911115169525146
355040,a group of motorcycles next to each other in front of an advertisement,0.3594444990158081
61316,a kitchen with a nasty dirty kitchen with a light beam through the window,0.26685863733291626
128644,A small plan is parked half on a cement area and half in a field while the ground is wet.,0.2781928479671478
445812,This bathroom has a toilet that sits back in a small niche and a shower with sliding glass doors.,0.3105107545852661
17409,A place mat is displaying an ornate glass along with a bottle of liquor.,0.3722156882286072
512495,A bright white enamel bathroom with a checked floor.,0.3425050675868988
403385,A bathroom that has a broken wall in the shower.,0.269082248210907
2495,A full view of a dirty bathroom with no toilet available. ,0.28490614891052246
241645,A black stove top oven sitting in a kitchen.,0.3313503861427307
194594,a couple of cats sit in front of a tub full of water ,0.36363425850868225
315705,A man wearing a green shirt on top of a tennis court.,0.31042245030403137
318523,A display in a doughnut shop filled with doughnuts.,0.2751593589782715
212646,A white stove top oven sitting inside of a kitchen.,0.29973047971725464
292005,a bathroom with a tub and a shower curtain ,0.3138759732246399
314177,a person taking a photo in a bath room mirror,0.31305038928985596
248381,A white kitten standing in front of a water bowl.,0.34194689989089966
518262,a small dog and a big dog both on leashes,0.26567479968070984
37367,A laptop that is sitting on a table.,0.28062185645103455
353748,A man riding a bike past a white delivery truck.,0.34340161085128784
455597,a person in a kitchen with a stove some pots and pans,0.26310041546821594
287186,A white bus parked in front of a  building.,0.2763010859489441
11887,A motorcycle with a trailer parked in a spot,0.3015578091144562
143221,An elephant walking across a lush grass covered field.,0.31004786491394043
288161,a kitchen with an electonic device above the sink ,0.2858392000198364
316342,A clean kitchen with a wall that has a blackboard,0.3263605535030365
561100,A small blue plane sitting on top of a field.,0.34964239597320557
495311,A small jet plane getting ready to be fueled at the airport.,0.28953471779823303
91236,A group of jets flying overhead in tight formation.,0.31925609707832336
76257,a man on a motorcycle driving down a track ,0.26599326729774475
17741,Three horse drawn carriages in front of a huge house with a clock on it. ,0.3157575726509094
328661,A man flying a fan plane neck to flock of ducks.,0.29341769218444824
32907,a toilet on the ground outdoors in front of a house,0.3405855894088745
553072,A fleet of red and blue planes with a Canadien logo.,0.31655627489089966
91617,a desk with a monitor and keyboard and mouse,0.2991165816783905
21452,A car parked on a lush green field.,0.33626556396484375
232931,A room with lots of seats next to an entrance.,0.2894241213798523
449945,a bathroom counter with two sinks on it ,0.3014432489871979
272673,A bathroom with a marble counter top under a  mirror.,0.30135878920555115
37181,A motorcycle parked next to a  car in a  parking lot.,0.26290208101272583
287829,A red bathroom mirror sitting next to a white toilet.,0.2752343416213989
94536,A cat that is by a bicycle wheel.,0.3613384962081909
372894,A room filled with a row of brown toilets,0.2866504490375519
259640,people walking around a tamale truck and a building ,0.316895455121994
283495,A large jetliner flying under a cloud filled sky.,0.3024481236934662
147386,a man sitting on a red and black motorcycle,0.3134838044643402
432421,A blurry picture of someone on a bike.,0.3069572150707245
258021,A person with a moped is waiting for the rain to stop.,0.35518336296081543
101913,Three people are sitting on a bench in front of a train.,0.3424115777015686
485390,A herd of sheep grazing in a pasture.,0.3130562901496887
507037,a gathering outside on the lawn of city hall,0.31248554587364197
192554,"A sink, soap, toilet and a mirror ",0.28211483359336853
341017,A boy sitting on top of a truck with a bunch of goats. ,0.39448750019073486
364783,A white toilet sitting next to a sink near a red wall.,0.33265185356140137
513073,A person's feet are shown in front of a small tv.,0.32398849725723267
512796,A side view mirror hanging off the side of a door.,0.2795146405696869
449708,A laptop computer is propped up on a cluttered desk.,0.2995833158493042
544522,A man in a red shirt touches a faucet in a rustic building.,0.3738991916179657
562232,Three people standing around a brown horse with a white stripe on his face. ,0.30944010615348816
189997,a bedroom with a cluttered desk and a messy bed ,0.3292984068393707
287559,The wing of a plane located in the sky above a sea and city.,0.2986726462841034
389624,a kitchen with white counter tops and cabinets.,0.2869953215122223
538231,A wall mounted oven inside of a kitchen with a large entrance.,0.31561586260795593
75095,A wooden park bench siting next to a  park.,0.3335072696208954
425035,a toilet seat in a bathroom with the lid down.,0.29898372292518616
414578,a man taking a nap on the bench in the middle of a park,0.3303993046283722
512166,A woman putting items into a brown paper bag.,0.2967422604560852
6608,A room with two desk covered in computer equipment.,0.26280999183654785
441522,A group of people standing around a kitchen preparing food.,0.3084738552570343
171413,A cluttered bathroom with a toilet and sink.,0.28159305453300476
203345,A couple of people standing next to a food cart filled with smoke.,0.27454614639282227
577564,A white toilet sitting next to a white sink.,0.2957504987716675
233311,A bowl of oranges sitting on top of a wooden table.,0.3143967092037201
354724,A street filled with lots of traffic next to white homes.,0.26072078943252563
206958,a room showing a toilet and a sink,0.27001941204071045
262093,A counter filled with lots of clutter in a  kitchen.,0.315463662147522
544365,a living room with a tv on top of a stand with a guitars sitting next to ,0.3581889569759369
87567,A kitchen table is lined with cooking materials. ,0.330587774515152
390671,Many plates and dishes line a kitchen cabinet. ,0.29134365916252136
38929,A large jet sitting on top of an airport tarmac.,0.29343822598457336
67765,Several adults engaged in arts and crafts with children.,0.2926836609840393
86135,A bike with tanks on it sitting next to cars.,0.2640324532985687
411184,A very large bridge spanning over the width of a river.,0.32053327560424805
61471,Puppy chewing on toilet paper in the bathroom. ,0.3500818610191345
12551,A group of three bath tubs sitting next to each other.,0.3382401764392853
92115,A train sitting next to a platform in a tunnel.,0.31005018949508667
450182,A man riding a motorcycle down a street next to a train car.,0.30191338062286377
482432,A sink with a tooth brush and some other items.,0.27864912152290344
298440,A large jetliner flying through a blue sky with two engines.,0.2962784171104431
193021,A hall way with family photos on the wall leading to a kitchen and dining area with wood floors.,0.34431132674217224
345507,A large amount of motorcycles are parked by a sidewalk.,0.3362240791320801
308466,"A bathroom containing a toilet, sink and bathtub with shower, with no accessories.",0.2986440360546112
518850,A motor cycle rider riding on a street with bikes parked on either sides,0.29100945591926575
289992,"A plain, white bathroom with a sink and a tub.",0.3012738823890686
162257,A small plane that can land and take off from water.,0.33042997121810913
388528,A toilet with the seat open sitting in a bathroom. ,0.3074473738670349
514913,A motorcycle parked on the side of the road. ,0.31097760796546936
85390,A man taking his picture in the reflection of a microwave.,0.29283472895622253
59532,mopeds parked in a parking garage with a green floor.,0.3489754796028137
71239,A motorcycle sits in a graveled area with a steep hill in the background.,0.33056920766830444
97857,A busy street with lots of car traffic.,0.2780868411064148
493610,A large group of people crammed into and on top of a truck.,0.30019545555114746
241466,Decorated elephant statue near many bicycles in racks.,0.3236709535121918
28506,A kitchen with many pots and pans hanging on the wall ,0.3231874108314514
394659,"A kitchen is displayed, showing wooden cabinets and a blue tiled counter top.",0.3360253572463989
478858,A bicycle chained to a pole in the city ,0.35324981808662415
272416,An old toilet in a bathroom with extended plumbing ,0.27831918001174927
428754,A person bending over by the side of a parked car.,0.2686092257499695
336113,"A bathroom with a toilet, window and tape on the floor.",0.29011979699134827
32760,A man on a bike looking at a line of semi-trucks in the street. ,0.31365296244621277
369594,The small kitchen has a black counter and wooden cabinets.,0.3179541230201721
530741,"This white bowl has rice, broccoli, and fish in it.",0.3059695363044739
275279,This bathroom features a marble top vanity with double sinks.,0.32589712738990784
354098,This toilet has a lot of wadded up tissue paper in it.,0.33412492275238037
578813,A person with a backpack riding a snowboard down a mountain side.,0.30174773931503296
315948,The small bathroom has an old bathtub in it.,0.2958891987800598
435745,A shop that has many bikes of all kinds. ,0.3305274546146393
28675,the bike is coming down the street with his lights on,0.29451194405555725
189772,the Bike is parked next to a fence,0.28894728422164917
495183,a girl is riding her bike down the street,0.3163839280605316
190115,the man is sitting with a salad in front of him and smiling. ,0.3023901581764221
95569,the wall is green and there is a pot on the stove,0.32511332631111145
567053,a plane is parked on a asphalt ready to fly,0.32268011569976807
189376,a room filled desks and computers a man and woman sitting listening and anther man with a camera,0.25107234716415405
246106,A woman is unloading a bag in a large kitchen.,0.30010709166526794
340004,The cat is sitting beneath a motor bike.,0.34238946437835693
163585,The bench on the side of the street is empty. ,0.2764360308647156
175310,A large bathroom has white walls and cabinets and blue wall tiles and countertops.,0.34774506092071533
41872,A bedroom with built in television and open fireplace,0.2852660119533539
209468,A woman in pajamas using her laptop on the stove top in the kitchen,0.3468146324157715
192529,A bus stop and bench  on a street corner.,0.30859434604644775
257053,A blue cake with yellow stars around it.,0.4083505868911743
475043,A woman taking a sip of a beer by people with laptops.,0.33672040700912476
3845,a chicken meal with carrots broccoli and rice,0.3498077690601349
159233,Man taking a photograph of a black and silver motorcycle. ,0.3168417513370514
19608,a man riding a red bicycle watching a bird in the water,0.3477134108543396
178939,The big dog is laid out in the hallway,0.2848215401172638
531499,a big empty kitchen with only a refrigerator stove and a sink,0.2726227343082428
278550,a dog rests in a basket on a bike ,0.32816407084465027
432038,A dog is chasing after three running sheep.,0.33862414956092834
78313,The shelves above the cabinet have porcelain dishes on them.,0.30669891834259033
231582,An airplane in the water a short distance from a rocky shore.,0.2614276111125946
245750,A couple of animals that are near the rocks.,0.3100937306880951
272153,a dog walking beside a man carrying a surf board,0.3411467373371124
354533,A motorcycle sits parked across from a herd of livestock.,0.37267157435417175
337969,"A toilet, sink, mirror, and tub in a bathroom.",0.2843310236930847
301724,A wagon with a pink umbrella sitting in front of a store.,0.3619404137134552
406647,A motorcycle is parked amongst the cars at a store.,0.2997482419013977
373988,A crowd of people standing outside of a hotel on snow covered ground.,0.329537570476532
134715,A large mirror above a sink in a bathroom.,0.3059009611606598
427239,There's a kitchen with toaster sitting on the counter between the oven and stove,0.27495330572128296
352761,An old man smiling while sitting on a bench.,0.32793110609054565
281019,a room showing a toilet and a sink,0.2870396673679352
89999,a car moving on the street an ad bike parked outside,0.2622719705104828
70434,"The bathroom has a sink, toilet, and glass shower.",0.2853403389453888
310071,a man walking with an umbrella in the sunshine,0.34251537919044495
295809,Street sign painted on a road that looks like a bicycle. ,0.31535136699676514
370697,A clean sink is in the middle of the counter.  ,0.2757652699947357
350623,A view of a kitchen from behind a dining table.,0.2937045991420746
47632,A broken bathroom with a white sink and toilet.,0.2743105888366699
565374,An old man sitting down playing an accordion next to parked bikes. ,0.3421197533607483
61782,A walk in a shower sitting next to a sink under a mirror.,0.2651880979537964
569249,A black cat is sitting on the bench and turning back its head. ,0.3165704905986786
110683,Two big giraffes walking in a grassy area with a baby giraffe. ,0.3270750939846039
418226,A row of wall mounted urinals under aquariums.,0.3251037001609802
133195,a very tall building with a city clock on it,0.3106406033039093
411943,a toilet sitting in a tile covered floor in a single room,0.32936322689056396
386279,"A yellow bench by a mosaic brick road with an adult standing and bending over a bicycle, with cars, a tree and a building in background.",0.31997156143188477
541493,A white sink under a mirror in a bathroom next to a light switch.,0.31468066573143005
294247,A passenger jet in flight in a clear blue sky. ,0.30285587906837463
196742,A man holding a microphone while sitting down.,0.2894168198108673
460507,A plate topped with a cut in half sandwich and a bowl of soup,0.25783759355545044
400803,A man standing on top of an orange boat on a river.,0.33171314001083374
47121,A cat standing on the edge of a sink drink water.,0.32018640637397766
43613,A man riding on the back of a green motorcycle.,0.29594263434410095
92051,A bathroom with a white toilet sitting under a window.,0.2607317864894867
162763,A bike parked on top of a cement floor.,0.27802151441574097
64474,a man in the kitchen trying to draw water with a  pipe,0.2687758803367615
288769, many tables arranged outside at the shop,0.3029714524745941
237118,A middle aged man takes a selfie in a mirror.,0.2555885910987854
421822,A giraffe standing on top of a dirt field near trees.,0.34965619444847107
518605,Giraffes and zebras graze in a field with trees. ,0.3264569342136383
317410,A couple of women standing in the back of a car with an open trunk.,0.3231458365917206
251901,A person hiking up the side of a snow covered hillside.,0.3193829357624054
386786,A white toilet sitting under a bathroom sink.,0.26159918308258057
304389,"A bathroom depicting a vanity, window and a toilet.",0.28105783462524414
147418,Two plane flying over a sea and island,0.3055795729160309
458424,A dog  seated on a car parked near the road,0.3017495572566986
375440,A number of benches at the beach and a boat in the sea,0.2818240821361542
409119,A large plane with people alighting at the airport,0.2845335006713867
181446,A man scowling while looking in a refrigerator ,0.31546035408973694
23666,A toilet and bathtub in a dark room with abnormal plumbing.,0.3074542284011841
224802,Three British Airways jets lined up at a terminal.,0.31372395157814026
129587,a large elephant that is standing up eating,0.29688864946365356
203669,A man throwing a frisbee in a park ,0.3428035080432892
254540,A van has an open back door on the sidewalk.,0.28334712982177734
65604,A painting of a zebra on a concrete wall.,0.3344863951206207
575817,"A toilet that is covered in some filth, and some filth on the ground.",0.2943161427974701
85913,A blue motorcycle parked on the side of a road.,0.3533880412578583
216863,A group of skateboarders on top of a ramp.,0.3230172097682953
392928,A bathroom door is opened by a toilet.,0.28690624237060547
511111,A glass of Orange juice next to a juicer,0.3235398530960083
458992,a woman poses in front of a giant pizza,0.38544711470603943
183620,A woman with a bat hitting televisions that say Comcast Doesnt Care.,0.2753778398036957
7386,a small motor bike outside of the garage,0.2774529457092285
141197,a woman is standing in a room taking a picture of herslf,0.30393901467323303
218853,a large silver plane is put on display at a museum,0.32126522064208984
109826,A very nice looking rest room with a nice tub.,0.2950175404548645
346965,A man in a black shirt holding a dog with its hand in the air.,0.2584336996078491
268539,a man on a skate board jumps over a motor bike,0.30065858364105225
239194,A group of zebras next to each other with two giraffes in the distance.,0.3183094263076782
257270,A motorcycle with long rails hanging from it.,0.2751770317554474
353510,A couple of older folks standing in a kitchen.,0.31419551372528076
532129,A cheese pizza sitting on top of white paper and a large plate. ,0.2747963070869446
19484,A metal sink with a cupboard of knives sitting on it. ,0.3185480833053589
116255,A plane is flying through a clear sky,0.30293992161750793
148614,"A photograph is against a wall near a door, a plant, and a clock.",0.3320387303829193
363830,A big bathroom with a couch a bathtub in the middle of the room. ,0.2847670018672943
91615,A very clean kitchen has stainless steel appliances.,0.30292370915412903
555687,There is a small lamb poses on the bike.,0.2721495032310486
